# CarANC Session Log
# format=jsonl
# vehicle=skoda Octavia 2019
# scenario=行駛中
# phonePlacement=中控下方
# connectionType=usb androidauto
# ---
{"ts":1781739456137,"phase":"session_start","vehicleModel":"skoda Octavia 2019","scenario":"行駛中","phonePlacement":"中控下方","connectionType":"usb androidauto","deviceModel":"Pixel 10 Pro Fold","deviceManufacturer":"Google","androidRelease":"17","sdkInt":37,"productName":"CarANC","subscriptionPlan":"pro_monthly","subscriptionLabel":"專業版（月訂）","safetyConsentAccepted":true}
{"ts":1781739456137,"phase":"service_start","subscriptionPlan":"pro_monthly","mimoEnabled":true,"obdEnabled":true}
{"ts":1781739456185,"phase":"aa_connected","connectionType":2}
{"ts":1781739618970,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-58.883736,"cancelledDb":-58.883736,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":1,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.14388143,"bandMidRatio":0.12705852,"bandHighRatio":0.7290601,"bandConfidence":0.5851787,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":1.0150521,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.00544177,"speedValid":true,"speedAccuracyM":5.918,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":316.93753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.020833334,"latencyFrameworkMs":35.0}
{"ts":1781739619326,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-69.006165,"cancelledDb":-69.006165,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":316.93753,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1497,"suggestedObserveSec":0}
{"ts":1781739619631,"phase":"bump_detected","blockRms":0.06529712,"frozen":true}
{"ts":1781739619647,"phase":"bump_detected","blockRms":0.017275492,"frozen":true}
{"ts":1781739619819,"phase":"bump_detected","blockRms":0.0372461,"frozen":true}
{"ts":1781739620108,"phase":"bump_detected","blockRms":0.050259694,"frozen":true}
{"ts":1781739620321,"phase":"bump_detected","blockRms":0.038251203,"frozen":true}
{"ts":1781739620455,"phase":"bump_detected","blockRms":0.119499765,"frozen":true}
{"ts":1781739620472,"phase":"bump_detected","blockRms":0.12961198,"frozen":true}
{"ts":1781739620505,"phase":"bump_detected","blockRms":0.13103546,"frozen":true}
{"ts":1781739620511,"phase":"bump_detected","blockRms":0.18187587,"frozen":true}
{"ts":1781739620524,"phase":"bump_detected","blockRms":0.22576195,"frozen":true}
{"ts":1781739620531,"phase":"bump_detected","blockRms":0.273168,"frozen":true}
{"ts":1781739620534,"phase":"bump_detected","blockRms":0.5114497,"frozen":true}
{"ts":1781739620558,"phase":"bump_detected","blockRms":0.5196488,"frozen":true}
{"ts":1781739621125,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-74.48801,"cancelledDb":-74.48801,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":1,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.0074825683,"bandMidRatio":0.022935977,"bandHighRatio":0.9695815,"bandConfidence":0.9620989,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.003482733,"speedValid":true,"speedAccuracyM":5.697,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":316.93753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.020833334,"latencyFrameworkMs":35.0}
{"ts":1781739621329,"phase":"bump_detected","blockRms":0.31591928,"frozen":true}
{"ts":1781739621335,"phase":"bump_detected","blockRms":0.3064859,"frozen":true}
{"ts":1781739621350,"phase":"bump_detected","blockRms":0.24613328,"frozen":true}
{"ts":1781739622093,"phase":"bump_detected","blockRms":0.06987365,"frozen":true}
{"ts":1781739622105,"phase":"bump_detected","blockRms":0.038207933,"frozen":true}
{"ts":1781739622129,"phase":"bump_detected","blockRms":0.06577836,"frozen":true}
{"ts":1781739622136,"phase":"bump_detected","blockRms":0.27647907,"frozen":true}
{"ts":1781739622146,"phase":"bump_detected","blockRms":0.20018797,"frozen":true}
{"ts":1781739622189,"phase":"bump_detected","blockRms":0.19387448,"frozen":true}
{"ts":1781739622195,"phase":"bump_detected","blockRms":0.23038058,"frozen":true}
{"ts":1781739622205,"phase":"bump_detected","blockRms":0.2995672,"frozen":true}
{"ts":1781739622482,"phase":"bump_detected","blockRms":0.13447239,"frozen":true}
{"ts":1781739622688,"phase":"bump_detected","blockRms":0.042235304,"frozen":true}
{"ts":1781739622871,"phase":"bump_detected","blockRms":0.032620873,"frozen":true}
{"ts":1781739622881,"phase":"bump_detected","blockRms":0.03474991,"frozen":true}
{"ts":1781739623007,"phase":"bump_detected","blockRms":0.019666113,"frozen":true}
{"ts":1781739623012,"phase":"bump_detected","blockRms":0.07935833,"frozen":true}
{"ts":1781739623016,"phase":"bump_detected","blockRms":0.0580831,"frozen":true}
{"ts":1781739623103,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-77.507195,"cancelledDb":-77.507195,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":1,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.04808806,"bandMidRatio":0.06301002,"bandHighRatio":0.8889019,"bandConfidence":0.8408138,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":14.616469,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.045428947,"speedValid":true,"speedAccuracyM":5.903,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":316.93753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.020833334,"latencyFrameworkMs":35.0}
{"ts":1781739623147,"phase":"bump_detected","blockRms":0.04135842,"frozen":true}
{"ts":1781739623150,"phase":"bump_detected","blockRms":0.06647796,"frozen":true}
{"ts":1781739623165,"phase":"bump_detected","blockRms":0.04412708,"frozen":true}
{"ts":1781739623170,"phase":"bump_detected","blockRms":0.033940163,"frozen":true}
{"ts":1781739623409,"phase":"bump_detected","blockRms":0.038286965,"frozen":true}
{"ts":1781739623416,"phase":"bump_detected","blockRms":0.026688606,"frozen":true}
{"ts":1781739623470,"phase":"bump_detected","blockRms":0.06265385,"frozen":true}
{"ts":1781739623477,"phase":"bump_detected","blockRms":0.11518902,"frozen":true}
{"ts":1781739623486,"phase":"bump_detected","blockRms":0.04909715,"frozen":true}
{"ts":1781739623508,"phase":"bump_detected","blockRms":0.09045721,"frozen":true}
{"ts":1781739623714,"phase":"bump_detected","blockRms":0.03859884,"frozen":true}
{"ts":1781739623716,"phase":"bump_detected","blockRms":0.08809024,"frozen":true}
{"ts":1781739623740,"phase":"bump_detected","blockRms":0.067212224,"frozen":true}
{"ts":1781739623867,"phase":"bump_detected","blockRms":0.030403905,"frozen":true}
{"ts":1781739623888,"phase":"bump_detected","blockRms":0.027377049,"frozen":true}
{"ts":1781739623891,"phase":"bump_detected","blockRms":0.07797841,"frozen":true}
{"ts":1781739623895,"phase":"bump_detected","blockRms":0.059703033,"frozen":true}
{"ts":1781739623918,"phase":"bump_detected","blockRms":0.029514309,"frozen":true}
{"ts":1781739623935,"phase":"bump_detected","blockRms":0.048509423,"frozen":true}
{"ts":1781739623938,"phase":"bump_detected","blockRms":0.111725844,"frozen":true}
{"ts":1781739623941,"phase":"bump_detected","blockRms":0.07464504,"frozen":true}
{"ts":1781739624026,"phase":"bump_detected","blockRms":0.069074124,"frozen":true}
{"ts":1781739624030,"phase":"bump_detected","blockRms":0.06992353,"frozen":true}
{"ts":1781739624109,"phase":"bump_detected","blockRms":0.047227606,"frozen":true}
{"ts":1781739624145,"phase":"bump_detected","blockRms":0.0786475,"frozen":true}
{"ts":1781739624150,"phase":"bump_detected","blockRms":0.09737923,"frozen":true}
{"ts":1781739624155,"phase":"bump_detected","blockRms":0.060050655,"frozen":true}
{"ts":1781739624162,"phase":"bump_detected","blockRms":0.057003886,"frozen":true}
{"ts":1781739624165,"phase":"bump_detected","blockRms":0.17458846,"frozen":true}
{"ts":1781739624167,"phase":"bump_detected","blockRms":0.12635688,"frozen":true}
{"ts":1781739624176,"phase":"bump_detected","blockRms":0.19115865,"frozen":true}
{"ts":1781739624439,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-88.68594,"cancelledDb":-88.68594,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":316.93753,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1502,"suggestedObserveSec":0}
{"ts":1781739624548,"phase":"bump_detected","blockRms":0.024916224,"frozen":true}
{"ts":1781739624673,"phase":"bump_detected","blockRms":0.037607916,"frozen":true}
{"ts":1781739624787,"phase":"bump_detected","blockRms":0.08379046,"frozen":true}
{"ts":1781739624794,"phase":"bump_detected","blockRms":0.046938166,"frozen":true}
{"ts":1781739624866,"phase":"bump_detected","blockRms":0.0456743,"frozen":true}
{"ts":1781739624872,"phase":"bump_detected","blockRms":0.084851995,"frozen":true}
{"ts":1781739624875,"phase":"bump_detected","blockRms":0.056953125,"frozen":true}
{"ts":1781739624945,"phase":"bump_detected","blockRms":0.0815359,"frozen":true}
{"ts":1781739624950,"phase":"bump_detected","blockRms":0.10245208,"frozen":true}
{"ts":1781739625205,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-74.58137,"cancelledDb":-74.58137,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":1,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.19862822,"bandMidRatio":0.1585162,"bandHighRatio":0.6428556,"bandConfidence":0.44422737,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":10.238347,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.10114315,"speedValid":true,"speedAccuracyM":6.122,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":316.93753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.020833334,"latencyFrameworkMs":35.0}
{"ts":1781739625457,"phase":"bump_detected","blockRms":0.06959726,"frozen":true}
{"ts":1781739625464,"phase":"bump_detected","blockRms":0.07649281,"frozen":true}
{"ts":1781739625521,"phase":"bump_detected","blockRms":0.042549163,"frozen":true}
{"ts":1781739625527,"phase":"bump_detected","blockRms":0.053732302,"frozen":true}
{"ts":1781739625671,"phase":"bump_detected","blockRms":0.05070233,"frozen":true}
{"ts":1781739625675,"phase":"bump_detected","blockRms":0.091145486,"frozen":true}
{"ts":1781739625995,"phase":"bump_detected","blockRms":0.0429996,"frozen":true}
{"ts":1781739626117,"phase":"bump_detected","blockRms":0.08121292,"frozen":true}
{"ts":1781739626121,"phase":"bump_detected","blockRms":0.03848371,"frozen":true}
{"ts":1781739626139,"phase":"bump_detected","blockRms":0.0856113,"frozen":true}
{"ts":1781739626144,"phase":"bump_detected","blockRms":0.04804385,"frozen":true}
{"ts":1781739626156,"phase":"bump_detected","blockRms":0.0750353,"frozen":true}
{"ts":1781739626196,"phase":"bump_detected","blockRms":0.07597589,"frozen":true}
{"ts":1781739626199,"phase":"bump_detected","blockRms":0.06737428,"frozen":true}
{"ts":1781739626292,"phase":"bump_detected","blockRms":0.035560682,"frozen":true}
{"ts":1781739626311,"phase":"bump_detected","blockRms":0.037995122,"frozen":true}
{"ts":1781739626335,"phase":"bump_detected","blockRms":0.03226624,"frozen":true}
{"ts":1781739626341,"phase":"bump_detected","blockRms":0.098309286,"frozen":true}
{"ts":1781739626343,"phase":"bump_detected","blockRms":0.056523014,"frozen":true}
{"ts":1781739626431,"phase":"bump_detected","blockRms":0.13623796,"frozen":true}
{"ts":1781739626443,"phase":"bump_detected","blockRms":0.20170857,"frozen":true}
{"ts":1781739626447,"phase":"bump_detected","blockRms":0.13391985,"frozen":true}
{"ts":1781739626452,"phase":"bump_detected","blockRms":0.10351369,"frozen":true}
{"ts":1781739626536,"phase":"bump_detected","blockRms":0.114795074,"frozen":true}
{"ts":1781739626701,"phase":"bump_detected","blockRms":0.039183795,"frozen":true}
{"ts":1781739626708,"phase":"bump_detected","blockRms":0.101789266,"frozen":true}
{"ts":1781739626714,"phase":"bump_detected","blockRms":0.061703112,"frozen":true}
{"ts":1781739626831,"phase":"bump_detected","blockRms":0.05259344,"frozen":true}
{"ts":1781739626842,"phase":"bump_detected","blockRms":0.025520634,"frozen":true}
{"ts":1781739626898,"phase":"bump_detected","blockRms":0.05933786,"frozen":true}
{"ts":1781739626994,"phase":"bump_detected","blockRms":0.013169787,"frozen":true}
{"ts":1781739626998,"phase":"bump_detected","blockRms":0.10010575,"frozen":true}
{"ts":1781739627007,"phase":"bump_detected","blockRms":0.08354253,"frozen":true}
{"ts":1781739627019,"phase":"bump_detected","blockRms":0.11075996,"frozen":true}
{"ts":1781739627109,"phase":"bump_detected","blockRms":0.054714777,"frozen":true}
{"ts":1781739627113,"phase":"bump_detected","blockRms":0.08412028,"frozen":true}
{"ts":1781739627159,"phase":"bump_detected","blockRms":0.03508119,"frozen":true}
{"ts":1781739627161,"phase":"bump_detected","blockRms":0.11469534,"frozen":true}
{"ts":1781739627165,"phase":"bump_detected","blockRms":0.09362337,"frozen":true}
{"ts":1781739627257,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-62.00572,"cancelledDb":-62.00572,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":1,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.29335845,"bandMidRatio":0.23815922,"bandHighRatio":0.4684824,"bandConfidence":0.17512396,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":12.789898,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.107081294,"speedValid":true,"speedAccuracyM":6.377,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":316.93753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.020833334,"latencyFrameworkMs":35.0}
{"ts":1781739627310,"phase":"bump_detected","blockRms":0.031707242,"frozen":true}
{"ts":1781739627374,"phase":"bump_detected","blockRms":0.042060025,"frozen":true}
{"ts":1781739627376,"phase":"bump_detected","blockRms":0.06904731,"frozen":true}
{"ts":1781739627396,"phase":"bump_detected","blockRms":0.09099124,"frozen":true}
{"ts":1781739627401,"phase":"bump_detected","blockRms":0.08211067,"frozen":true}
{"ts":1781739627407,"phase":"bump_detected","blockRms":0.069671795,"frozen":true}
{"ts":1781739627411,"phase":"bump_detected","blockRms":0.20216781,"frozen":true}
{"ts":1781739627417,"phase":"bump_detected","blockRms":0.149415,"frozen":true}
{"ts":1781739627715,"phase":"bump_detected","blockRms":0.026136009,"frozen":true}
{"ts":1781739627726,"phase":"bump_detected","blockRms":0.08427212,"frozen":true}
{"ts":1781739627794,"phase":"bump_detected","blockRms":0.032079797,"frozen":true}
{"ts":1781739627827,"phase":"bump_detected","blockRms":0.044563126,"frozen":true}
{"ts":1781739627911,"phase":"bump_detected","blockRms":0.047213607,"frozen":true}
{"ts":1781739627916,"phase":"bump_detected","blockRms":0.08519551,"frozen":true}
{"ts":1781739627936,"phase":"bump_detected","blockRms":0.09291452,"frozen":true}
{"ts":1781739627953,"phase":"bump_detected","blockRms":0.09402676,"frozen":true}
{"ts":1781739628009,"phase":"bump_detected","blockRms":0.16330388,"frozen":true}
{"ts":1781739628012,"phase":"bump_detected","blockRms":0.13208327,"frozen":true}
{"ts":1781739628023,"phase":"bump_detected","blockRms":0.1384106,"frozen":true}
{"ts":1781739628089,"phase":"bump_detected","blockRms":0.13525103,"frozen":true}
{"ts":1781739628134,"phase":"bump_detected","blockRms":0.13122198,"frozen":true}
{"ts":1781739628226,"phase":"bump_detected","blockRms":0.13861027,"frozen":true}
{"ts":1781739628228,"phase":"bump_detected","blockRms":0.10356622,"frozen":true}
{"ts":1781739628393,"phase":"bump_detected","blockRms":0.10542529,"frozen":true}
{"ts":1781739628404,"phase":"bump_detected","blockRms":0.19313689,"frozen":true}
{"ts":1781739628410,"phase":"bump_detected","blockRms":0.12433107,"frozen":true}
{"ts":1781739628419,"phase":"bump_detected","blockRms":0.16952191,"frozen":true}
{"ts":1781739628422,"phase":"bump_detected","blockRms":0.37651184,"frozen":true}
{"ts":1781739628425,"phase":"bump_detected","blockRms":0.28295597,"frozen":true}
{"ts":1781739628581,"phase":"bump_detected","blockRms":0.25731075,"frozen":true}
{"ts":1781739629321,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-63.022545,"cancelledDb":-63.022545,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":1,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.026427366,"bandMidRatio":0.020828584,"bandHighRatio":0.95274407,"bandConfidence":0.9263167,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":11.03497,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":0.05482563,"speedValid":true,"speedAccuracyM":5.782,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":316.93753,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.020833334,"latencyFrameworkMs":35.0}
{"ts":1781739629365,"phase":"bump_detected","blockRms":0.35598728,"frozen":true}
{"ts":1781739629400,"phase":"bump_detected","blockRms":0.33724934,"frozen":true}
{"ts":1781739629403,"phase":"bump_detected","blockRms":0.32720846,"frozen":true}
{"ts":1781739629435,"phase":"bump_detected","blockRms":0.23622248,"frozen":true}
{"ts":1781739629444,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-25.836294,"cancelledDb":-25.836294,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":316.93753,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1507,"suggestedObserveSec":0}
